Part number,Part name,Location,Price,Balance,Unit,Value,WH
213777,Sweeper adapter Plate Unit S40,030301,88.42,11.00,Pcs,972.62,STD
213789,Connection manifold spl SQ60-5,050101,146.19,4.00,Pcs,584.76,STD
213790,Connection Manifold t2 SQ60-5,050101,80.30,3.00,Pcs,240.90,STD
213833,Distance for Sweeper adapter S40,050101,13.50,6.00,Pcs,81.00,STD
213932,"Spacer, manifold SQ70 & 90",050101,22.58,3.00,Pcs,67.74,STD
214121,"Cylinder Tilt X12 Prep, for LHV",030102,469.20,1.00,Pcs,469.20,STD
214154,Con Manifol t3 special SQ80 high,050102,218.21,10.00,Pcs,"2,182.10",STD
214175SP,Shaft D100 QCS80 FPL Expander,830201,418.82,1.00,Pcs,418.82,STD
214177,Expander Part D100x58,830202,27.87,2.00,Pcs,55.74,STD
214178,Clamp Part D100,830202,25.45,2.00,Pcs,50.90,STD
214182,Expander Part D90x58,830202,24.33,2.00,Pcs,48.66,STD
214260,"Sensor Plug, Rotation Zero, 10mm",800404,2.12,5.00,Pcs,10.60,STD
214311,Indicator shaft SQ80,800407,4.89,4.00,Pcs,19.56,STD
214350,Spacer T1 Shaft D90 QCS80 FPL,840403,9.96,31.00,Pcs,308.76,STD
214351,Spacer T2 Shaft D90 QCS80 FPL,840403,14.38,12.00,Pcs,172.56,STD
214352,Spacer T3 Shaft D90 QCS80 FPL,840403,4.54,6.00,Pcs,27.24,STD
214355,Spacer T15 Shaft D90 QCS80 FPL,840403,15.26,15.00,Pcs,228.90,STD
214356,Spacer T20 Shaft D90 QCS80 FPL,840401,52.72,4.00,Pcs,210.88,STD
214356,Spacer T20 Shaft D90 QCS80 FPL,840403,52.72,10.00,Pcs,527.20,STD
214357,Spacer T25 Shaft D90 QCS80 FPL,840403,49.82,4.00,Pcs,199.28,STD
214366,Spacer T20 Shaft D100 QCS80 FPL,840401,71.14,8.00,Pcs,569.12,STD
214370,Spacer T1 Shaft D110 QCS80 FPL,840403,2.40,10.00,Pcs,24.00,STD
214479,WOA S80,060301,826.00,2.00,Pcs,"1,652.00",STD
214713,Mount pl conn manifold 1/4-3/8-1/2,800505,9.96,2.00,Pcs,19.92,STD
214724,Front cover plate SQ60 cut,050101,9.71,1.00,Pcs,9.71,STD
214725,Rear cover plate SQ60,030201,14.51,2.00,Pcs,29.02,STD
214819,Clamp Part D80,830202,20.45,2.00,Pcs,40.90,STD
214961,Kit accumulator support MG/SG20,040101,16.37,1.00,Pcs,16.37,STD
214963,Kit accumulator support MG/SG40,040101,17.91,4.00,Pcs,71.64,STD
214964,Kit accumulator support MG/SG55,040101,24.36,2.00,Pcs,48.72,STD
215013,Bucket CBC15-S60 (380/300mm/250l),ZONE 6,"1,489.00",2.00,Pcs,"2,978.00",STD
215052,"Turning Block 2xG3/8"" 2xG1/4""",KIT SHELF 010104,101.95,9.00,Pcs,917.55,STD
215053,"Joystick Extension adapter M14X1,5",810208,19.65,8.00,Pcs,157.20,STD
215054,Wedge shaft S70-3 FPL,050101,59.23,3.00,Pcs,177.69,STD
215208,Indicator Pin RED QC SQ50-SQ70,800406,7.44,3.00,Pcs,22.32,STD
215218,Opening Rod QC SQ60 SQ65,800405,12.58,6.00,Pcs,75.48,STD
215219SP,Door Unit SQ70-5,800204,114.75,2.00,Pcs,229.50,STD
215262,UC Base X18 SQ60-5,020504,"3,435.90",1.00,Pcs,"3,435.90",STD
215264,Plate Rear Cover UC X18 SQ60,030101,35.19,2.00,Pcs,70.38,STD
215287,UC Base X20 SQ60-5 w bushing,020301,"2,287.35",1.00,Pcs,"2,287.35",STD
215424,"Rear cover, adapter, SQ80",030201,39.98,13.00,Pcs,519.74,STD
215448,WOA S70 with Hardened Shafts,060201,871.00,1.00,Pcs,871.00,STD
215489,"Hose clamp 1x1""+1x1/2"" kit",050201,25.69,5.00,Pcs,128.45,STD
215492,"Hose clamp 1x3/4""+1x1/2"" kit",050102,24.48,7.00,Pcs,171.36,STD
215521,Pawl Shaft SQ60,800406,5.33,7.00,Pcs,37.31,STD
215522,Lever SQ60,800406,9.58,6.00,Pcs,57.48,STD
215523,Locking Wedge SQ60 FPL2,810506,40.36,9.00,Pcs,363.24,STD
215524,Latch Shaft SQ60,800408,5.65,4.00,Pcs,22.60,STD
215530,Cover Pos. Bar SQ60,800406,5.87,2.00,Pcs,11.74,STD
215531,Indicator Pin Green QCSQ50-70,800406,8.36,1.00,Pcs,8.36,STD
215702,Bracket Assy V14 Connector SQ60,810405,39.99,2.00,Pcs,79.98,STD
215704,Bracket Assy V14 Connector SQ70,810405,33.43,4.00,Pcs,133.72,STD
215710,Opening rod SQ70-55/SQ90 FPL2,810505,17.53,3.00,Pcs,52.59,STD
215723,Screw MLC6S 12X19 10.9 Flat end,850205,1.94,26.00,Pcs,50.44,STD
215794,High Flow swivel assy,STALLED,908.79,1.00,Pcs,908.79,STD
215832,"Axial Bearing X18 t=2,8",800604,113.21,1.00,Pcs,113.21,STD
215833,"Axial Bearing X12 t=2,8",800604,85.27,3.00,Pcs,255.81,STD
215844,Swivel Lock WU X07 S40 AC,810404,64.08,1.00,Pcs,64.08,STD
215885,Port adapter Extra X26-X32 HF Left,030101,15.14,4.00,Pcs,60.56,STD
215886,Port adapter Extra X26-X32 HF Right,030101,15.14,10.00,Pcs,151.40,STD
215919,Opening rod SQ70 FPL2 ,********,18.76,2.00,Pcs,37.52,STD
215922,Cover Pos. Bar SQ70,800204,9.43,1.00,Pcs,9.43,STD
215927,Piston Assembly SQ70,050301,157.67,4.00,Pcs,630.68,STD
215942,Cylinder Gripper X18/X20/X26/X32,040103,208.71,10.00,Pcs,"2,087.10",STD
215944,Cylinder Tilt X04/X06,040102,396.47,3.00,Pcs,"1,189.41",STD
216035,Cavity Plug A6610,810603,55.88,6.00,Pcs,335.28,STD
216070,"Seal Kit, Cavity Plug A6610",810506,5.14,2.00,Pcs,10.28,STD
216194,Locking Wedge SQ60,810508,33.04,1.00,Pcs,33.04,STD
216195,Rod lock SQ,800405,3.80,7.00,Pcs,26.60,STD
216435,Piston Rod Shaft SQ60,800406,14.85,4.00,Pcs,59.40,STD
216455,Indicator Bracket SQ60,800503,11.05,3.00,Pcs,33.15,STD
216477,Cylinder Lock S40 QC/AC FPL,040202,189.55,3.00,Pcs,568.65,STD
216481,UC X26 SQ70 -V4 (w. bushing),020304,"4,468.60",1.00,Pcs,"4,468.60",STD
216563,Indicator Shaft SQ60,800405,3.47,2.00,Pcs,6.94,STD
216625,Mount bracket tilt cyl. X26,800603,28.39,3.00,Pcs,85.17,STD
216628,Mount bracket tilt cyl X12/14/18/20,800603,24.94,5.00,Pcs,124.70,STD
216673,Mount bracket tilt cyl. X04/X06/X07,QUARANTINE,21.05,2.00,Pcs,42.10,STD
216674,Mount bracket tilt cyl. X32,050301,0.00,1.00,Pcs,0.00,STD
216699,"Locking Wedge, SQ70/55",050101,88.55,2.00,Pcs,177.10,STD
216863,Cylinder Tilt X32 70/55-80 LHV 10:1,040201,563.30,1.00,Pcs,563.30,STD
216873,H10 Housing holder spacer,800608,1.55,4.00,Pcs,6.20,STD
216898,FPL Unit S40-3,810502,109.07,1.00,Pcs,109.07,STD
216917,Cover Plate Front SQ60,050101,8.70,2.00,Pcs,17.40,STD
216983,Indicator Pin Red S60/S70,800407,7.32,1.00,Pcs,7.32,STD
216989,Cover plate rear SQ90,030101,85.90,2.00,Pcs,171.80,STD
217072,Connection Plate S60 FPL2,810608,7.69,4.00,Pcs,30.76,STD
217083,"Mounting kit SQ60-4 SQ60-5, V14 V90",800608,42.03,3.00,Pcs,126.09,STD
217086,"Mounting kit SQ70, V14 V90",********,34.82,1.00,Pcs,34.82,STD
217099,Mount. kit QC SQ60 Gen. 1,800608,40.63,1.00,Pcs,40.63,STD
217100,UC X06 S40 with bushing ,020101,456.61,12.00,Pcs,"5,479.32",STD
217102,"Mounting kit QC SQ60-SQ90, V14 V90",810405,4.27,4.00,Pcs,17.08,STD
217106,Locking wedge S60 FPL2,810506,38.08,5.00,Pcs,190.40,STD
217122,Indicator Pin Red S70/S80,800406,9.84,2.00,Pcs,19.68,STD
217128,Locking Wedge SQ90,810402,337.10,2.00,Pcs,674.20,STD
217130,Latch SQ90,050301,460.20,3.00,Pcs,"1,380.60",STD
217131,Pawl SQ90,800405,99.77,2.00,Pcs,199.54,STD
217132,Locking Wedge S70 FPL2,810403,83.49,4.00,Pcs,333.96,STD
217156,Piston Rod Shaft SQ90,050301,87.54,3.00,Pcs,262.62,STD
217157,Rod Lock SQ70/55 / SQ90,800405,20.06,2.00,Pcs,40.12,STD
217173,UC Base X18 SQ60-5 w bushing,020402,"1,790.57",2.00,Pcs,"3,581.14",STD
217191,Piston Assembly SQ60,800406,170.79,4.00,Pcs,683.16,STD
217193,"Gland Assembly, SQ50-SQ60",810508,68.62,2.00,Pcs,137.24,STD
217195,Lever SQ90,********,41.88,3.00,Pcs,125.64,STD
217201,Pawl Shaft SQ90,810407,58.27,2.00,Pcs,116.54,STD
217203,Indicator bracket SQ90,050101,20.06,4.00,Pcs,80.24,STD
217206,Indicator Pin Green SQ90,800405,48.31,4.00,Pcs,193.24,STD
217207,Indicator Pin Red SQ90,800405,11.10,2.00,Pcs,22.20,STD
217209,Door Unit SQ90,800302,321.20,2.00,Pcs,642.40,STD
217212,Cover Pos. Bar SQ90,800407,27.06,1.00,Pcs,27.06,STD
217222,Latch Shaft SQ90,810505,36.83,3.00,Pcs,110.49,STD
217234,Shaft Gripper Arm S60 S70,810406,17.11,3.00,Pcs,51.33,STD
217252,QCS70 / QCSQ70 base MU FPL2 w hook,020102,"2,022.22",1.00,Pcs,"2,022.22",STD
217259,"Hose Clamp 1x1-1/4"" 1x3/4""",050201,22.62,6.00,Pcs,135.72,STD
217329,"Hose Clamp 1x1-1/2""",050102,31.07,1.00,Pcs,31.07,STD
217330,Indicator Shaft SQ90,800405,9.84,4.00,Pcs,39.36,STD
217340,Spring FPL2 Indication S50,820405,2.95,2.00,Pcs,5.90,STD
217348,Opening Rod SQ50,800406,11.54,6.00,Pcs,69.24,STD
217350,Pawl SQ50,810601,41.50,2.00,Pcs,83.00,STD
217352,Pawl Shaft SQ50,810601,32.54,4.00,Pcs,130.16,STD
217353,Latch Shaft SQ50,800403,15.51,4.00,Pcs,62.04,STD
217355,Door unit SQ50,800407,62.69,1.00,Pcs,62.69,STD
217361,Cover Pos. Bar SQ50,800407,4.21,2.00,Pcs,8.42,STD
217375,Indicator Bracket SQ50,800405,18.04,1.00,Pcs,18.04,STD
217376,Indicator shaft SQ50,800405,4.84,2.00,Pcs,9.68,STD
217377,Latch SQ50,800403,55.25,4.00,Pcs,221.00,STD
217401,"Spring, FPL2 indication SQ90",800405,15.39,4.00,Pcs,61.56,STD
217424,Manifold Split QCSQ90 Left,KIT SHELF 010102,198.79,1.00,Pcs,198.79,STD
217430,Opening rod S60,800405,9.28,4.00,Pcs,37.12,STD
217458,"CLS Unit 3/4"" Female",800203,124.63,1.00,Pcs,124.63,STD
217459,"CLS Unit 3/8"" Female",800203,119.87,1.00,Pcs,119.87,STD
217460,"Connection Holder, SQ50",810308,65.34,1.00,Pcs,65.34,STD
217501,"Hose 1/2"" 180D SQ50",810307,54.70,1.00,Pcs,54.70,STD
217505,"Hose 5/8"" 180D SQ50",810306,74.39,6.00,Pcs,446.34,STD
217507,"CLS Unit 3/4"" Male short SQ70-80",800203,90.20,1.00,Pcs,90.20,STD
217564,"Male Unit 3/8"" short BSP SQ90",810303,56.73,2.00,Pcs,113.46,STD
217605,"Connection Manifold, SQ50, Str",050101,43.68,2.00,Pcs,87.36,STD
217614,Adapter 8L - M12x1,800608,7.43,1.00,Pcs,7.43,STD
217652,Set screw M6x35,850108,5.46,8.00,Pcs,43.68,STD
217654,"Plate Turning Block Compact 1/4""",010105,16.52,7.00,Pcs,115.64,STD
217657,"Bulkhead Spacer 1/2"", SQ50",800305,5.49,1.00,Pcs,5.49,STD
217664,WOA S40 High,060101,228.00,2.00,Pcs,456.00,STD
217693,Spacer T2 Shaft D30 QCS30,840109,3.15,20.00,Pcs,63.00,STD
217694,Spacer T3 Shaft D30 QCS30,840109,3.15,20.00,Pcs,63.00,STD
217695,Spacer T4 Shaft D30 QCS30,840109,4.79,20.00,Pcs,95.80,STD
217696,Spacer T2 Shaft D35 QCS30,840109,3.15,12.00,Pcs,37.80,STD
217715,Spacer Seal T5 D30 S30,840109,18.34,26.00,Pcs,476.84,STD
217721,Swivel Lock Unit HF X18 FPL2,050201,39.37,1.00,Pcs,39.37,STD
217778,WOA S90 750,060501,"1,514.24",1.00,Pcs,"1,514.24",STD
217778,WOA S90 750,060402,"1,514.24",2.00,Pcs,"3,028.48",STD
217826,Rod Sleeve SQ50,810601,5.45,2.00,Pcs,10.90,STD
217827,Piston Rod shaft SQ50,810601,28.51,2.00,Pcs,57.02,STD
217835,"Piston Assembly, SQ90",050301,214.18,6.00,Pcs,"1,285.08",STD
217837,"Gland Assy, SQ90",050301,142.15,14.00,Pcs,"1,990.10",STD
217850,Cylinder Holder X18/X20 FPL2,800401,11.45,5.00,Pcs,57.25,STD
217851SP,Gripper Unit X18- X20 S60 FPL2,040803,"1,935.98",5.00,Pcs,"9,679.90",STD
217917,"Hose 1"" 180D SQ70-SQ90",050202,71.88,9.00,Pcs,646.92,STD
217918,"Hose 3/4"" 180D SQ70-SQ90",810306,60.48,6.00,Pcs,362.88,STD
217919,"Hose 3/4"" 180D SQ60-SQ65",810307,66.86,4.00,Pcs,267.44,STD
217919,"Hose 3/4"" 180D SQ60-SQ65",810306,66.86,2.00,Pcs,133.72,STD
217952,"Male Dummy 1/4"" - 3/8"" SQ90",810302,16.90,2.00,Pcs,33.80,STD
218225,Cylinder Lock S50 FPL2,040202,189.20,2.00,Pcs,378.40,STD
218299,Locking Wedge S50 FPL2,800408,21.70,6.00,Pcs,130.20,STD
218331,Hook assy TCX/QCS30/XTR2,020102,92.43,1.00,Pcs,92.43,STD
218335,Cylinder Tilt X12 with LHV 1:10,050104,362.39,2.00,Pcs,724.78,STD
218336,Cylinder Tilt X18 with LHV 1:10,030203,401.12,4.00,Pcs,"1,604.48",STD
218337,Cylinder Tilt X20 with LHV 1:10,040201,417.82,1.00,Pcs,417.82,STD
218337,Cylinder Tilt X20 with LHV 1:10,040203,417.82,2.00,Pcs,835.64,STD
218338,Cylinder Tilt X26 with LHV 1:10,040202,433.42,2.00,Pcs,866.84,STD
218340,Cylinder Tilt X32 DF/S70 with LHV 10:1,040201,542.77,2.00,Pcs,"1,085.54",STD
218351SP,No cable connector FPL2,810408,6.39,6.00,Pcs,38.34,STD
218382,Manifold S50/S60/S70/S80 assy,810506,54.30,1.00,Pcs,54.30,STD
218390,Cover plate QCS50 Wide,030201,33.30,1.00,Pcs,33.30,STD
218415,Cover Plate QCS60,030101,12.87,3.00,Pcs,38.61,STD
218451,Manifold Angle SQ90 Left,050301,211.65,1.00,Pcs,211.65,STD
218455,BOA S80 CC540 CC630,010201,"1,540.83",1.00,Pcs,"1,540.83",STD
218456,"Bracket ACS60 AUX 3/4"" 18L Right",050201,20.56,10.00,Pcs,205.60,STD
218503SP,Repl kit AC S40 X07 FPH,030401,993.86,1.00,Pcs,993.86,STD
218504SP,Repl kit AC S40 X04/X06 FPH,050303,962.68,1.00,Pcs,962.68,STD
218517,QCS30/180 MU for hook CC85-180,020102,195.90,1.00,Pcs,195.90,STD
218549,Locking Wedge S40 AC FPH,810503,20.48,16.00,Pcs,327.68,STD
218556,Foundation cover AC/XT S40 FPH,030101,41.12,1.00,Pcs,41.12,STD
218686,"Bracket, Gripper, X04 X06 X07 MU",810506,143.90,21.00,Pcs,"3,021.90",STD
218722,"Spacer D24, d10, t10",810604,5.35,6.00,Pcs,32.10,STD
218793,"Spacer D25, d16, t5,6",800608,4.23,2.00,Pcs,8.46,STD
218829,Shaft QC S40 wedges,800504,10.96,2.00,Pcs,21.92,STD
218835,Cylinder Lock QC S40 FPH,040202,110.85,18.00,Pcs,"1,995.30",STD
218856SP,"Indicator Pin Unit, AC S40",800406,6.66,10.00,Pcs,66.60,STD
218860,"Dummy, Gripper Bracket, AC S40",810603,8.37,6.00,Pcs,50.22,STD
218862SP,Gripper Unit X04/X06 S40 FPH +Extra,040602,"1,967.62",7.00,Pcs,"13,773.34",STD
218863SP,Gripper Unit X07 S40 FPH +Extra,040602,"1,932.39",7.00,Pcs,"13,526.73",STD
218892SP,Indicator pin unit QC S40 FPH,800504,6.94,3.00,Pcs,20.82,STD
218927,"Bracket ACS60 AUX 3/4"" 18L Left",050201,19.55,3.00,Pcs,58.65,STD
218958,Pin D12,810602,5.99,6.00,Pcs,35.94,STD
218969,Hook Assy QC S40 FPH,800501,225.10,2.00,Pcs,450.20,STD
219195,Pipe Gripper X07 FPH,810401,6.62,3.00,Pcs,19.86,STD
219289,Expander Part D100x68,830202,41.05,4.00,Pcs,164.20,STD
219324D110T1,Spacer T1 Shaft D110 QCSQ90,840403,6.18,12.00,Pcs,74.16,STD
219355SP,Shaft D45 QCS40FPHW Expander,830102,77.79,2.00,Pcs,155.58,STD
219359,Pipe QCS30 minus,810308,15.83,2.00,Pcs,31.66,STD
219360,Pipe QCS30 plus,810308,16.21,2.00,Pcs,32.42,STD
219417,"Swivel Axial Lock, Rotation Sensor",810207,14.67,2.00,Pcs,29.34,STD
219472,Cylinder Holder X26/X32 S70/SQ70,810404,28.25,2.00,Pcs,56.50,STD
219535,"Bulkhead Adapter 1/2"" AC S50 FPL2",050201,9.71,10.00,Pcs,97.10,STD
219550,Ripper S30-S30/180,080803,527.33,1.00,Pcs,527.33,STD
219712,Adapter Bulkhead 3/4 AC SQ70 FPL2,050301,13.75,2.00,Pcs,27.50,STD
219798,"Mount. Kit WT SQ90, V14 V90",KIT SHELF 010103,131.98,3.00,Pcs,395.94,STD
219916,"Kit Turning Block Compact 1/4""",KIT SHELF 010105,70.17,7.00,Pcs,491.19,STD
219993,Expander Part D45x25,830202,5.97,1.00,Pcs,5.97,STD
219996SP,Shaft D40 QCS40 Expander Lub,830102,81.18,1.00,Pcs,81.18,STD
219998SP,"Shaft PD37,8 D40 QCS40 Expander Lub",830101,86.94,2.00,Pcs,173.88,STD
220015,Link with bushings,040101,298.52,2.00,Pcs,597.04,STD
220050,Expander Part D40x25,830202,6.70,4.00,Pcs,26.80,STD
220206,UC X18 S60 / SQ60 BO w/ bushing,020703,"1,371.71",1.00,Pcs,"1,371.71",STD
220220,Shaft tilt Rear X14-X18,050301,79.21,2.00,Pcs,158.42,STD
220319,Holder Magnet,040204,9.46,1.00,Pcs,9.46,STD
220350,Coupling Ramp SQ60-5,050301,78.58,2.00,Pcs,157.16,STD
220808,Latch SQ60 Spare Part,810407,80.98,2.00,Pcs,161.96,STD
220812,Pawl SQ60,800408,17.66,4.00,Pcs,70.64,STD
220831,Spring Dy9.0 Dt1.8 L068 Ln87,800505,2.33,27.00,Pcs,62.91,STD
220855,Door Unit SQ60-5,800201,56.00,4.00,Pcs,224.00,STD
220873,Tube motor X12 lower HF,810508,78.00,4.00,Pcs,312.00,STD
220875,Tube motor X12 upper HF,810508,20.43,5.00,Pcs,102.15,STD
220899,Latch SQ60 FPL,800408,26.08,8.00,Pcs,208.64,STD
220901,Hydraulic block cover X12,050101,10.19,2.00,Pcs,20.38,STD
220943,Gearbox top cover X12 HF,050201,53.18,1.00,Pcs,53.18,STD
220959,Door Unit SQ70,800201,65.41,1.00,Pcs,65.41,STD
220960,Door Unit SQ70/55-SQ80,800201,57.39,2.00,Pcs,114.78,STD
221005,Washer D46.3 T3,050201,1.26,12.00,Pcs,15.12,STD
221012,Sensor module support plate X12,050101,9.59,1.00,Pcs,9.59,STD
221051,Spring Dy9.0 Dt1.8 L065 Ln82,800403,2.80,3.00,Pcs,8.40,STD
221066,"Spring Dy14 L086,2 Ln105",800406,5.11,18.00,Pcs,91.98,STD
221087SP,"Mount. kit SQ50, V14 V90",KIT SHELF 010103,65.07,2.00,Pcs,130.14,STD
221088,Port Adapter R X26-S70 HF,810508,36.83,4.00,Pcs,147.32,STD
221089,Port Adapter L X26-S70 HF,810508,15.01,5.00,Pcs,75.05,STD
221116,Shaft Base D30 Rear XTR2 UC DIR,830102,50.89,1.00,Pcs,50.89,STD
221131SP,"Adapter G1/2"" ED - ORFS 13/16""",820304,66.18,2.00,Pcs,132.36,STD
221132SP,"Adapter G3/4"" ED - ORFS 1""",820304,18.71,14.00,Pcs,261.94,STD
221202SP,Shaft D30 XTR2 Expander,050201,57.05,2.00,Pcs,114.10,STD
221215,Expander part D30x15,830202,6.83,4.00,Pcs,27.32,STD
221246,Latch S80,800408,122.60,3.00,Pcs,367.80,STD
221249,Pawl SQ80,800408,82.62,4.00,Pcs,330.48,STD
221250,Latch SQ90,800407,185.80,6.00,Pcs,"1,114.80",STD
221252,Pawl SQ90,800402,86.78,8.00,Pcs,694.24,STD
221254,Expander part D35 d30x15,830202,7.53,10.00,Pcs,75.30,STD
221261,QCSQ90 Base with Hook (W480),060801,"4,821.17",1.00,Pcs,"4,821.17",STD
221297,QCS60/QCSQ60 MU w hook FPL2,020102,"1,427.86",1.00,Pcs,"1,427.86",STD
221337SP,Shaft D45 S50 Expander,830202,88.24,1.00,Pcs,88.24,STD
221339SP,Shaft D50 S50 Expander,830202,96.45,2.00,Pcs,192.90,STD
221345SP,Shaft D60 QCS50 Expander,830201,115.42,2.00,Pcs,230.84,STD
221347,Expander Part D50x35,830202,7.83,21.00,Pcs,164.43,STD
221350SP,"Shaft D49,8 (D50) S50 Expander",830202,172.35,6.00,Pcs,"1,034.10",STD
221353SP,Shaft D50 QCS50 Wide Expander,830102,222.46,6.00,Pcs,"1,334.76",STD
221367,BOA SQ50 CC460,010502,"1,155.55",5.00,Pcs,"5,777.75",STD
221380,"Adapter 1/4"" M ED - M8x1 F",820206,3.46,29.00,Pcs,100.34,STD
221420,UC X12 S50/ SQ50 mod w. bushing,020301,924.56,2.00,Pcs,"1,849.12",STD
221420,UC X12 S50/ SQ50 mod w. bushing,020402,924.56,3.00,Pcs,"2,773.68",STD
221425,Cyl. Cover Gripper WU X18-X32 HF+drain,030102,160.68,1.00,Pcs,160.68,STD
221425,Cyl. Cover Gripper WU X18-X32 HF+drain,030203,160.68,3.00,Pcs,482.04,STD
221478,Cylinder Cover WU X07/X12/X14 ,040203,146.32,10.00,Pcs,"1,463.20",STD
221502,Cylinder MGX6/SGX6MGX8/SGX8,040302,977.54,1.00,Pcs,977.54,STD
221533,Foundation Cover ACS60 FPL2,030101,28.05,1.00,Pcs,28.05,STD
221534,Foundation Cover QCS60 FPL2,030201,27.37,1.00,Pcs,27.37,STD
221535,Foundation Cover QCS70 FPL2,030201,37.83,2.00,Pcs,75.66,STD
221541SP,Gripper Unit X12/X14 SQ50/S50 FPL2,040702,"1,855.35",3.00,Pcs,"5,566.05",STD
221541SP,Gripper Unit X12/X14 SQ50/S50 FPL2,040804,"1,855.35",2.00,Pcs,"3,710.70",STD
221706,Cylinder MGX14/SGX14,040302,"1,062.18",1.00,Pcs,"1,062.18",STD
221749,Cylinder MGX20/SGX20,040302,"1,121.33",1.00,Pcs,"1,121.33",STD
221826,Rotation Sensor assy HF Swivel,ASSEMBLY,77.26,1.00,Pcs,77.26,STD
221898,"Bolt banjo 1/4"" mod M8x1",820206,5.58,8.00,Pcs,44.64,STD
222217,Motor Cover X07 CS10,030101,117.40,4.00,Pcs,469.60,STD
222228,Rotation Sensor Assy HF Swivel,050101,41.88,17.00,Pcs,711.96,STD
222256,"Adapter 45d M22x1,5 ORFS 1""-14",820305,5.81,10.00,Pcs,58.10,STD
222290,"Adapter M22x1,5, G1/4",820107,8.83,4.00,Pcs,35.32,STD
222336,BOA HPF SQ60-5 CC540 ,010704,"1,317.11",1.00,Pcs,"1,317.11",STD
222343,Latch Shaft SQ80,800408,27.88,4.00,Pcs,111.52,STD
222406,Bracket Grip X04 X06 S40 FPH L,810405,66.22,2.00,Pcs,132.44,STD
222487,AC X18 S60/SQ60 Base FPL2,040401,"1,415.46",1.00,Pcs,"1,415.46",STD
222495,"Male Unit, 3/8"", ORFS, SQ50",800305,57.16,50.00,Pcs,"2,858.00",STD
222497,Ramp Locking Plate SQ50-5,800201,5.55,11.00,Pcs,61.05,STD
222524,"Male Dummy 3/8"" SQ50",810302,28.88,13.00,Pcs,375.44,STD
222526,"Male Dummy 1/2"" SQ50",810302,35.01,44.00,Pcs,"1,540.44",STD
222527,"Dummy Adapter Washer 1/2"" SQ50",800305,7.44,2.00,Pcs,14.88,STD
222529,Bracket Grip X07 S40 FPH L/R,810405,66.22,4.00,Pcs,264.88,STD
222530,"Male Unit, 1/2""-13/16"", ORFS, SQ50",810301,49.35,9.00,Pcs,444.15,STD
222542,Cylinder MGX2,040101,274.85,1.00,Pcs,274.85,STD
222543,Bracket Grip X04 X06 S40 FPH R,810405,66.22,1.00,Pcs,66.22,STD
222576,"Male Unit, 3/8"" CLS, SQ50",800305,54.32,2.00,Pcs,108.64,STD
222581,XTR2 Motor Cover with Bushing,800502,46.37,1.00,Pcs,46.37,STD
222798SP,"Shaft D44,8 X07 Expander",830101,149.19,2.00,Pcs,298.38,STD
222811SP,"Shaft PD44,8 D45 QCS40FPHW Expander",830101,145.79,6.00,Pcs,874.74,STD
222842,Locking Wedge Beam AC S40,810504,32.03,5.00,Pcs,160.15,STD
222843,Cylinder Lock ACS40 FPH,040202,141.51,6.00,Pcs,849.06,STD
222991,Wedge 18D QC S40 FPH,800504,28.12,4.00,Pcs,112.48,STD
223018SP,"Shaft PD44,5 - d44,5 X12 Expander",830102,94.11,1.00,Pcs,94.11,STD
223018SP,"Shaft PD44,5 - d44,5 X12 Expander",830202,94.11,1.00,Pcs,94.11,STD
223073,Wedge 18D S30 FPH,810502,19.87,2.00,Pcs,39.74,STD
223189,"Male Unit 1/2"" short BSP SQ50",800305,79.04,7.00,Pcs,553.28,STD
223254SP,"Shaft conical D44,5 D45 X12 FPL Expander",830101,94.75,2.00,Pcs,189.50,STD
223302,BOA ASSY SQ50 CC460,050403,98.48,8.00,Pcs,787.84,STD
223418,Cover plate AC S60 XTR20,030201,32.35,3.00,Pcs,97.05,STD
223435,Axial Bearing Rotor XTR20,040401,0.00,6.00,Pcs,0.00,STD
223458,Tilt Shaft XTR15 XTR20 XTR23,050301,82.89,9.00,Pcs,746.01,STD
223464,Shaft Tilt Cylinder XTR20,050301,78.40,6.00,Pcs,470.40,STD
223501,Cover pos bar SQ60,800201,5.36,5.00,Pcs,26.80,STD
223579,Axial Bearing Tilt XTR20,050301,1.64,42.00,Pcs,68.88,STD
223583,"Bulkhead Ad. 3/4"", AC S60 AUX",050101,11.48,4.00,Pcs,45.92,STD
223666,Nut Rotation Sensor,050101,11.57,16.00,Pcs,185.12,STD
223672,T-Cylinder S60,050101,277.50,2.00,Pcs,555.00,STD
223696,Cover plate AC SQ60 XTR20,030201,16.54,11.00,Pcs,181.94,STD
223819SP,Rotation Sensor Unit HF,810207,59.37,3.00,Pcs,178.11,STD
223830,"Shims Tilt XTR20 t=1,0",050301,2.84,16.00,Pcs,45.44,STD
223859,TR Module Support Plate XTR20/XTR23,050101,23.80,1.00,Pcs,23.80,STD
223865,Manifold QC SQ90 STR Left Mod,050101,370.67,2.00,Pcs,741.34,STD
223934,Cover plug XTR S60 S70,810601,1.03,6.00,Pcs,6.18,STD
223941,Cover Hydraulic Block XTR20/XTR23,050301 ,22.20,11.00,Pcs,244.20,STD
223954,Cylinder Tilt XTR20/XTR23 with valves,050302,427.60,8.00,Pcs,"3,420.80",STD
223954,Cylinder Tilt XTR20/XTR23 with valves,050402,427.60,3.00,Pcs,"1,282.80",STD
224060,AUX Cover SQ70-80,810601,6.43,22.00,Pcs,141.46,STD
