Part number,Part name,Location,Price,Balance,Unit,Value,WH
608664,X07 S40/S40 FPH G2/CAN GU CL,TR LOCATION,"8,368.25",4.00,Pcs,"33,473.00",STD
608664,X07 S40/S40 FPH G2/CAN GU CL,080201,"8,368.25",1.00,Pcs,"8,368.25",STD
608666,"X07 DF/S40 PD45,CC220-245 CAN GU CL",080801,"9,005.59",1.00,Pcs,"9,005.59",STD
608666,"X07 DF/S40 PD45,CC220-245 CAN GU CL",080701,"9,005.59",1.00,Pcs,"9,005.59",STD
608666,"X07 DF/S40 PD45,CC220-245 CAN GU CL",080402,"9,005.59",1.00,Pcs,"9,005.59",STD
608666,"X07 DF/S40 PD45,CC220-245 CAN GU CL",TR LOCATION,"9,005.59",6.00,Pcs,"54,033.54",STD
608666,"X07 DF/S40 PD45,CC220-245 CAN GU CL",080601,"9,005.59",1.00,Pcs,"9,005.59",STD
608666,"X07 DF/S40 PD45,CC220-245 CAN GU CL",080401,"9,005.59",1.00,Pcs,"9,005.59",STD
608675,Multi Grapple MG20- wo adapter,STALLED,"4,860.00",1.00,Pcs,"4,860.00",STD
608701,QCSQ90FPL Volvo EC530/550E,SHOWROOM,"8,405.39",1.00,Pcs,"8,405.39",STD
608721,"Connector, V14 TR/WT SQ90 Assy",KIT SHELF 010103,229.63,3.00,Pcs,688.89,STD
608764,QCS40FPHW Hyd PD45 CC220-245 Hook,030502,"1,165.71",3.00,Pcs,"3,497.13",STD
608764,QCS40FPHW Hyd PD45 CC220-245 Hook,030302,"1,165.71",1.00,Pcs,"1,165.71",STD
608764,QCS40FPHW Hyd PD45 CC220-245 Hook,030701,"1,165.71",1.00,Pcs,"1,165.71",STD
608796SP,Hook assy QCS40FPH,800501,59.50,2.00,Pcs,119.00,STD
608908SP,Hose Kit SQ HC60 SQ70-70/55,KIT SHELF 010107,105.70,2.00,Pcs,211.40,STD
608961,Seal kit Swivel HF cmpl,810505,72.64,5.00,Pcs,363.20,STD
608963,QCSQ50 FPL2 PD50 CC280-310 inc hook,020802,"4,140.05",2.00,Pcs,"8,280.10",STD
608963,QCSQ50 FPL2 PD50 CC280-310 inc hook,030401,"4,140.05",1.00,Pcs,"4,140.05",STD
608974,X18 SQ60-5/SQ60-5 G2 HF3 GU CL,TR LOCATION,"14,489.08",1.00,Pcs,"14,489.08",STD
609010,"WOA SQ50 2x1/2""",010601,755.85,5.00,Pcs,"3,779.25",STD
609010,"WOA SQ50 2x1/2""",010702,755.85,1.00,Pcs,755.85,STD
609167,Kit WT SQ50 V14,KIT SHELF 010104,154.66,2.00,Pcs,309.32,STD
609172,"Hose 3/8"" DIN 12L str-str l-1500",HOSE 4,17.32,8.00,Pcs,138.56,STD
609176,Drivers box SQ90,040301,"1,776.08",7.00,Pcs,"12,432.56",STD
609177,Drivers box SQ50,STALLED,809.80,1.00,Pcs,809.80,STD
609177,Drivers box SQ50,050102,809.80,6.00,Pcs,"4,858.80",STD
609182,Kit Covers SQ50,KIT SHELF 010104,74.62,2.00,Pcs,149.24,STD
609190,Hydraulic Compactor HC20-SQ50,040402,"6,090.69",2.00,Pcs,"12,181.38",STD
609198,"Tine grapple, FG20/7 - SQ50",SANDBOX,"8,408.77",2.00,Pcs,"16,817.54",STD
609199,"Tine grapple, FG25/7 - SQ50",ZONE 2,"8,825.89",1.00,Pcs,"8,825.89",STD
609199,"Tine grapple, FG25/7 - SQ50",ZONE  9,"8,825.89",1.00,Pcs,"8,825.89",STD
609199,"Tine grapple, FG25/7 - SQ50",ZONE 7,"8,825.89",1.00,Pcs,"8,825.89",STD
609199,"Tine grapple, FG25/7 - SQ50",050404,"8,825.89",1.00,Pcs,"8,825.89",STD
609341,"UCX07DF CC285,PD45,WF200,WR240",020602,753.89,1.00,Pcs,753.89,STD
609400,Inst Kit QTM CAT PWM NG 312 and up,INSTALL KITS - MACHINE SPECIFIC,"1,674.68",3.00,Pcs,"5,024.04",STD
609401SP,UC DF X12 Hyundai HX85W,020502,"2,238.35",1.00,Pcs,"2,238.35",STD
609442,"Hose 1/4"" STR 6S L600 STR 8L",HOSE 3,15.84,2.00,Pcs,31.68,STD
609471,QCSQ50 FPL2 Komatsu PC78/88MR/PW98,030401,"3,841.52",1.00,Pcs,"3,841.52",STD
609481,Kit Drain rotor motor X12-X26 RF,KIT SHELF 010109,46.17,3.00,Pcs,138.51,STD
609482,Kit Drain rotor motor X04-X06 RF,KIT SHELF 02 01 04,55.29,1.00,Pcs,55.29,STD
609483,Kit Drain rotor motor X07 RF,KIT SHELF 010104,53.32,2.00,Pcs,106.64,STD
609487,QCS40 FPH KIT from Hyd to Mech Lock,KIT SHELF 010104,122.26,1.00,Pcs,122.26,STD
609530,"Kit Quick coupling Unit Fem 3/8"" SQ50",810301,62.40,17.00,Pcs,"1,060.80",STD
609531,"Kit Quick coupling Unit Fem 1/2"" SQ50",810301,72.73,11.00,Pcs,800.03,STD
609646BMH,QCS40FPHW SANY60 Mech,STALLED,"1,611.09",1.00,Pcs,"1,611.09",STD
609653,"Kit SQ50 Fem 3x1/2"", 2x3/8""",KIT SHELF 010103,360.94,5.00,Pcs,"1,804.70",STD
609698,Widening kit 10mm tilt cyl X12-X20,KIT SHELF 010107,65.82,4.00,Pcs,263.28,STD
609721,Cylinder Locking Unit S50 FPL2,040202,495.29,1.00,Pcs,495.29,STD
609744,Cylinder Lock Unit X04/X07 S40 FPH,040202,237.46,1.00,Pcs,237.46,STD
609766,QCSQ50 FPL2 CAT 310,030803,"4,657.01",1.00,Pcs,"4,657.01",STD
609786,QCSQ50 FPL2 PD45 CC220-245 inc. hook,030603,"3,717.07",1.00,Pcs,"3,717.07",STD
609786,QCSQ50 FPL2 PD45 CC220-245 inc. hook,030604,"3,717.07",1.00,Pcs,"3,717.07",STD
609786,QCSQ50 FPL2 PD45 CC220-245 inc. hook,020702,"3,717.07",1.00,Pcs,"3,717.07",STD
609788,QCSQ50 FPL2 PD60 CC270-300 inc. hook,020803,"4,174.84",1.00,Pcs,"4,174.84",STD
609879,QCS50FPL PD50 CC280-310 inc hook,STALLED,"1,835.06",1.00,Pcs,"1,835.06",STD
609880,QCS50FPL PD45 CC220-245 inc hook,030802,"1,855.09",2.00,Pcs,"3,710.18",STD
609935,UC DF XTR2 JCB 15/16/18/19,********,932.25,1.00,Pcs,932.25,STD
610020SP,Gripper Unit X26/X32 S70 SQ70 FPL2,040702,"2,143.41",6.00,Pcs,"12,860.46",STD
610042,X07 S40/S40 FPH CS9 CL,080602,"5,480.39",1.00,Pcs,"5,480.39",STD
610098,"Hose 1/2"" 45D 15L L590 45D ORFS 1""",HOSE 8,19.28,1.00,Pcs,19.28,STD
610136,XTR2 DF/S30-180 Volvo ECR25 G2,080802,"5,403.66",1.00,Pcs,"5,403.66",STD
610235,XTR2 DF/S30-180 G2 Case CX15X,080702,"5,464.15",1.00,Pcs,"5,464.15",STD
610236,XTR2 DF/S30-180 Case CX17 G2,080801,46.84,2.00,Pcs,93.68,STD
610410SP,Rotation Sensor Swivel V2 HF,810202,75.28,1.00,Pcs,75.28,STD
610417,X12 SQ50/SQ50 CS9 HF3 GU CL,TR LOCATION,"12,360.37",1.00,Pcs,"12,360.37",STD
610442,UC Unit X12 S50,020503,"1,254.16",1.00,Pcs,"1,254.16",STD
610460,"Hose 1/8"" 6L 90d - Banjo M8x1, L500",HOSE 2,8.85,11.00,Pcs,97.35,STD
610461,"Hose 1/2"" 15L 90d - 15L 90d, L550",ASSEMBLY,13.07,2.00,Pcs,26.14,STD
610479B,QCS50FPL2 Kubota KX080/KX085,030404,"2,895.78",1.00,Pcs,"2,895.78",STD
610479B,QCS50FPL2 Kubota KX080/KX085,020802,"2,895.78",1.00,Pcs,"2,895.78",STD
610479B,QCS50FPL2 Kubota KX080/KX085,030702,"2,895.78",1.00,Pcs,"2,895.78",STD
610479B,QCS50FPL2 Kubota KX080/KX085,030704,"2,895.78",1.00,Pcs,"2,895.78",STD
610601,Kit Lock cyl assy S40FPH AC,040202,176.67,5.00,Pcs,883.35,STD
610602,Repl kit Wegdes/Springs QCS40FPH,KIT SHELF 010107,81.21,2.00,Pcs,162.42,STD
610603,Kit Drain rotor motor X32 RF,KIT SHELF 010105,20.57,1.00,Pcs,20.57,STD
610617,X07 S50/S50 G2/CAN GU CL L:P+EL-R:T,080702,"11,353.00",1.00,Pcs,"11,353.00",STD
610681,Hydraulic Compactor HCX6-S40,050503,"3,629.62",1.00,Pcs,"3,629.62",STD
610681,Hydraulic Compactor HCX6-S40,040601,"3,629.62",1.00,Pcs,"3,629.62",STD
610681,Hydraulic Compactor HCX6-S40,040303,"3,629.62",1.00,Pcs,"3,629.62",STD
610685SP,Hose Kit SQ HC40 SQ60-5 ,KIT SHELF 010103,91.88,2.00,Pcs,183.76,STD
610770,Kit hose QCSQ70;70/55;80,KIT SHELF 010101,363.45,3.00,Pcs,"1,090.35",STD
610883,Inkit QTM CAT BCP NG 306-310 NG,INSTALL KITS - MACHINE SPECIFIC,"2,860.76",1.00,Pcs,"2,860.76",STD
610941,Tool XTR2 dismantling spherical bear T-cyl,810508,340.90,1.00,Pcs,340.90,STD
610941,Tool XTR2 dismantling spherical bear T-cyl,810508,340.90,1.00,Pcs,340.90,STD
610977,Hydraulic Compactor HCX12-SQ50,050402,"5,507.23",1.00,Pcs,"5,507.23",STD
610977,Hydraulic Compactor HCX12-SQ50,040402,"5,507.23",1.00,Pcs,"5,507.23",STD
611048,X26 SQ70/SQ70 G2 HF3 GU CL,TR LOCATION,"18,757.94",1.00,Pcs,"18,757.94",STD
611058,"Hose 1/2"" (2x) ORFS 13/16"" SQ70- SQ90",HOSE 3,9.79,2.00,Pcs,19.58,STD
611059,"Hose 1/2"" (2x) ORFS 13/16"" SQ65",HOSE 3,11.94,2.00,Pcs,23.88,STD
611060,"Hose 3/8"" (2x) ORFS 11/16"" SQ60",HOSE 5,10.33,4.00,Pcs,41.32,STD
611061,"Hose 1/2"" (2x) ORFS 13/16"" SQ60",HOSE 5,9.45,6.00,Pcs,56.70,STD
611100,Inkit QTM Volvo EW60E,INSTALL KITS - MACHINE SPECIFIC,"1,144.23",4.00,Pcs,"4,576.92",STD
611106,"Hose 3/8"" Str 10L L650 Str 12L",HOSE 3,8.57,2.00,Pcs,17.14,STD
611121,"Hose 1/4"" Str 8L L950 90D 8L",HOSE 4,7.88,2.00,Pcs,15.76,STD
611174,Kit hose SG/MG/FG25 X12-X14 FPL2,830103,117.28,7.00,Pcs,820.96,STD
611292,Sorting Grapple SGX14-S50,ZONE 10,"6,280.16",2.00,Pcs,"12,560.32",STD
611344,Multi Grapple MGX6-S40,050602,"4,328.36",1.00,Pcs,"4,328.36",STD
611344,Multi Grapple MGX6-S40,050803,"4,328.36",1.00,Pcs,"4,328.36",STD
611344,Multi Grapple MGX6-S40,050503,"4,328.36",1.00,Pcs,"4,328.36",STD
611344,Multi Grapple MGX6-S40,050804,"4,328.36",1.00,Pcs,"4,328.36",STD
611344,Multi Grapple MGX6-S40,050703,"4,328.36",1.00,Pcs,"4,328.36",STD
611344DEMO,Multi Grapple MGX6-S40,050802,"4,328.36",1.00,Pcs,"4,328.36",STD
611350,Multi Grapple MGX20-S60,ZONE 8,"7,626.15",2.00,Pcs,"15,252.30",STD
611352,Multi Grapple MGX26-S70,050701,"8,843.37",1.00,Pcs,"8,843.37",STD
611353,Sorting Grapple SGX6-S40,ZONE 10,"5,693.20",1.00,Pcs,"5,693.20",STD
611356,Sorting Grapple SGX20-S60,ZONE 7,"7,848.55",3.00,Pcs,"23,545.65",STD
611360,Sorting Grapple SGX20-SQ60-5,ZONE 7,"8,304.93",1.00,Pcs,"8,304.93",STD
611365,Multi Grapple MGX8-SQ50,050302,"5,463.65",1.00,Pcs,"5,463.65",STD
611379,Sorting Grapple SGX26-SQ60-5,ZONE 7,"11,287.89",1.00,Pcs,"11,287.89",STD
611449,Hydraulic Compactor HCX8-S50,050403,"3,955.52",1.00,Pcs,"3,955.52",STD
611450,Hydraulic Compactor HCX8-SQ50,050501,"4,434.63",1.00,Pcs,"4,434.63",STD
611476US,APL SQ80 Magnum 32 Rotating Grapple,050603,"3,940.00",1.00,Pcs,"3,940.00",STD
611601,Multi Grapple MGX6-SQ40,050801,"4,758.61",1.00,Pcs,"4,758.61",STD
611601,Multi Grapple MGX6-SQ40,050803,"4,758.61",1.00,Pcs,"4,758.61",STD
611601,Multi Grapple MGX6-SQ40,SHOWROOM,"4,758.61",1.00,Pcs,"4,758.61",STD
611634,Hydraulic Pallet Fork HPF5000 - S60 (L1500),ZONE 1,"3,450.62",1.00,Pcs,"3,450.62",STD
611639,"Hose 3/16"" Str 6L L550 Str 6L",HOSE 3,9.93,4.00,Pcs,39.72,STD
611683,Inkit QTM CAT BCP 301.5-310,INSTALL KITS - MACHINE SPECIFIC,"1,883.31",1.00,Pcs,"1,883.31",STD
611741,Adapter BSP 1/4” F - BSP 1/4” M 90D,820204,1.87,12.00,Pcs,22.44,STD
611742,"Adapter 3/8"" M - 12 LM 90D XWEE 12LR",050201,6.71,10.00,Pcs,67.10,STD
611742,"Adapter 3/8"" M - 12 LM 90D XWEE 12LR",QUARANTINE,6.71,2.00,Pcs,13.42,STD
611743,"Hose 1/4"" Str BSP 1/4"" L185 90D 10L",050201,8.14,8.00,Pcs,65.12,STD
611746,Lock Sense Kit Quantum,INSTALL KIT - OPTIONS,407.38,3.00,Pcs,"1,222.14",STD
611816,"Hose 1/4"" Str 10L L 270 90D 10L",050201,6.80,2.00,Pcs,13.60,STD
611817,"Hose 1/4"" Str 10L L 360 90D 10L",050201,7.06,4.00,Pcs,28.24,STD
612048,XTR2 DF/S30-180 JCB 15/16/18/19 G2,STALLED,"5,498.00",1.00,Pcs,"5,498.00",STD
612050B,QCSQ70FPL2 PD80 CC450-510,030802,"5,819.44",1.00,Pcs,"5,819.44",STD
612050B,QCSQ70FPL2 PD80 CC450-510,030801,"5,819.44",1.00,Pcs,"5,819.44",STD
612051B,QCSQ70FPL PD90 CC463-510,030501,"6,013.75",1.00,Pcs,"6,013.75",STD
612051B,QCSQ70FPL PD90 CC463-510,020702,"6,013.75",1.00,Pcs,"6,013.75",STD
612057,"Hose 1/2"" 15L 90d - 15L 45d, L385 S50 Extra Left",HOSE 5,15.59,2.00,Pcs,31.18,STD
612058,"Hose 3/16"" 6L 90d - 6L 90d, L210",HOSE 3,18.98,2.00,Pcs,37.96,STD
612059,"Hose 3/16"" 6L 90d - 6L 90d, L210",HOSE 3,18.98,2.00,Pcs,37.96,STD
612109,Kit QC Controller 24v Serv Act Valve generic hose,050102,"1,590.60",11.00,Pcs,"17,496.60",STD
612110,Kit QC Controller 12v Serv Act Valve generic hose,050102,"1,581.90",5.00,Pcs,"7,909.50",STD
612168,UC X12 DF CC240-365 W272 WU w hook + bush w paint,020602,"1,678.13",1.00,Pcs,"1,678.13",STD
612171,Kit Safety Gate Pressure Switch,810103,90.39,5.00,Pcs,451.95,STD
612232,Inkit QTM JCB 35/48/50/55z-1,INSTALL KITS - MACHINE SPECIFIC,"2,183.17",2.00,Pcs,"4,366.34",STD
612236,"Hose 3/8"" Str 12L L1065 90D ORFS 13/16""",HOSE 6,17.53,18.00,Pcs,315.54,STD
612237,"Hose MGX/SGX/FGX14,20,26",050202,25.57,16.00,Pcs,409.12,STD
612238,Service kit SQ50,800201,113.38,2.00,Pcs,226.76,STD
612311,"X04 DF/S40 PD45,CC220-245 CAN GU CL",080301,"8,443.22",1.00,Pcs,"8,443.22",STD
612311,"X04 DF/S40 PD45,CC220-245 CAN GU CL",080301,"8,443.22",2.00,Pcs,"16,886.44",STD
612311,"X04 DF/S40 PD45,CC220-245 CAN GU CL",080201,"8,443.22",2.00,Pcs,"16,886.44",STD
612311,"X04 DF/S40 PD45,CC220-245 CAN GU CL",080801,"8,443.22",1.00,Pcs,"8,443.22",STD
612311,"X04 DF/S40 PD45,CC220-245 CAN GU CL",080501,"8,443.22",1.00,Pcs,"8,443.22",STD
612311,"X04 DF/S40 PD45,CC220-245 CAN GU CL",080802,"8,443.22",1.00,Pcs,"8,443.22",STD
612387,Repl kit 200cc motor X14/X18/X20/X26/X32,040102,100.36,4.00,Pcs,401.44,STD
612529,XTR20 SQ60 GU DR Base Unit,050404,"13,884.52",1.00,Pcs,"13,884.52",STD
612529,XTR20 SQ60 GU DR Base Unit,040703,"13,884.52",1.00,Pcs,"13,884.52",STD
612529,XTR20 SQ60 GU DR Base Unit,040404,"13,884.52",1.00,Pcs,"13,884.52",STD
612529,XTR20 SQ60 GU DR Base Unit,050403,"13,884.52",1.00,Pcs,"13,884.52",STD
612545US,XTR20 SQ60-5/SQ60-5 G2 HF3 GU DR V14,TR LOCATION,"21,007.32",1.00,Pcs,"21,007.32",STD
612624,"Hose 3/16"" 90D 8L L630 90D 8L",HOSE 4,12.94,2.00,Pcs,25.88,STD
612755,"Hose 1/4"" 90D 8L L550 90D 10L",HOSE 3,13.42,1.00,Pcs,13.42,STD
612755SP,Repl kit Cylinder MG40/SG40/FG40 SQ,040203,"1,155.06",1.00,Pcs,"1,155.06",STD
612756,Inkit QTM Volvo Compact F-Series RF,INSTALL KITS - MACHINE SPECIFIC,"1,359.58",2.00,Pcs,"2,719.16",STD
612763,QCS50 FPL2W PD50 CC280-310 Hook,030703,"3,174.21",1.00,Pcs,"3,174.21",STD
612770,"Hose 1/2"" Str 15L L540 45D ORFS 13/16""",HOSE 8,14.39,4.00,Pcs,57.56,STD
612796,"Hose 5/8"" STR 3/4"" WEO L570 STR 18L",HOSE 6,20.79,4.00,Pcs,83.16,STD
612797,"Hose 5/8"" Str Weo 3/4"" L700 45D 18L",HOSE 8,27.28,4.00,Pcs,109.12,STD
612836,QCSQ50 FPL2 WN ET/EW65,030302,"3,984.80",1.00,Pcs,"3,984.80",STD
612853,XR20 SQ60-5 Volvo EW/EC160-170 GR,030501,"14,947.73",1.00,Pcs,"14,947.73",STD
612885,Tiltrotator parking dock - S60,QUARANTINE,692.15,1.00,Pcs,692.15,STD
612892,X12 S50/S50 FPL2 G2 HF3 GU CL,TR LOCATION,"11,886.69",1.00,Pcs,"11,886.69",STD
612908SP,X12 UC DF Yanmar SY80,020501,"2,152.50",2.00,Pcs,"4,305.00",STD
612908SP,X12 UC DF Yanmar SY80,020602,"2,152.50",1.00,Pcs,"2,152.50",STD
612943,"Hose 1/2"" 45D 15L L590 45D ORFS 13/16""",ASSEMBLY,15.93,1.00,Pcs,15.93,STD
613000,"XTR15 SQ60-5/SQ60-5 LS G2,HF3,GU,DR",TR LOCATION,"16,862.92",1.00,Pcs,"16,862.92",STD
613052,Fixed Brush FB1800 - S40,ZONE 1,"1,413.61",1.00,Pcs,"1,413.61",STD
613059,Fixed Brush FB2400 - S60,ZONE 1,"1,927.63",1.00,Pcs,"1,927.63",STD
613234,"SQ70 Adapt.plate 2x1, 1x3/4, 2x1/2 No Pattern",010102,"3,246.56",2.00,Pcs,"6,493.12",STD
613234,"SQ70 Adapt.plate 2x1, 1x3/4, 2x1/2 No Pattern",010104,"3,246.56",1.00,Pcs,"3,246.56",STD
613235,"SQ60-5 Adapt.plate 2x3/4"", 1x1/2"", 2x3/8"" No Patt.",010102,"2,103.08",1.00,Pcs,"2,103.08",STD
613235,"SQ60-5 Adapt.plate 2x3/4"", 1x1/2"", 2x3/8"" No Patt.",010101,"2,103.08",1.00,Pcs,"2,103.08",STD
613236,"SQ50 Adapt.plate 3x1/2"", 2x3/8"" No Pattern",030302,"1,368.42",1.00,Pcs,"1,368.42",STD
613393,T-Cylinder S60 w magnet,040202,303.96,1.00,Pcs,303.96,STD
613452,Service kit SQ60-5,********,149.93,20.00,Pcs,"2,998.60",STD
613531,QCSQ60-5 FPL2W Hyundai HW170A,030702,"3,906.54",1.00,Pcs,"3,906.54",STD
613582,QCSQ60 FPL2 base w.Hook and Paint,TR LOCATION,"1,524.05",1.00,Pcs,"1,524.05",STD
613609,XTR23 SQ70/SQ70 G2 HF3 GU DR,ASSEMBLY STATION,"18,429.30",1.00,Pcs,"18,429.30",STD
613612,"X12 SQ50/SQ50 G2,HF3,12V,GU,CL,DR",TR LOCATION,"13,562.67",3.00,Pcs,"40,688.01",STD
613612,"X12 SQ50/SQ50 G2,HF3,12V,GU,CL,DR",SHOWROOM,"13,562.67",1.00,Pcs,"13,562.67",STD
613620,"XTR15 S60 G2,HF3,DR,GU Base Unit",020801,"11,742.65",1.00,Pcs,"11,742.65",STD
613620,"XTR15 S60 G2,HF3,DR,GU Base Unit",080701,"11,742.65",1.00,Pcs,"11,742.65",STD
613620,"XTR15 S60 G2,HF3,DR,GU Base Unit",020802,"11,742.65",1.00,Pcs,"11,742.65",STD
613620,"XTR15 S60 G2,HF3,DR,GU Base Unit",080502,"11,742.65",1.00,Pcs,"11,742.65",STD
613622,"XTR15 SQ60-5 G2,HF3,DR,GU Base Unit",080301,"13,231.77",1.00,Pcs,"13,231.77",STD
613622,"XTR15 SQ60-5 G2,HF3,DR,GU Base Unit",080602,"13,231.77",1.00,Pcs,"13,231.77",STD
613622,"XTR15 SQ60-5 G2,HF3,DR,GU Base Unit",080502,"13,231.77",1.00,Pcs,"13,231.77",STD
613622,"XTR15 SQ60-5 G2,HF3,DR,GU Base Unit",080801,"13,231.77",1.00,Pcs,"13,231.77",STD
613622,"XTR15 SQ60-5 G2,HF3,DR,GU Base Unit",080601,"13,231.77",1.00,Pcs,"13,231.77",STD
613626,"XTR23 S70 G2,HF3,DR,GU Base Unit",TR LOCATION,"14,219.83",1.00,Pcs,"14,219.83",STD
613628,"XTR23 SQ70 G2,HF3,DR,GU Base Unit",TR LOCATION,"14,200.11",5.00,Pcs,"71,000.55",STD
613643,"X04 Base Unit S40 G2,GU,CL",040604,"7,312.35",1.00,Pcs,"7,312.35",STD
613643,"X04 Base Unit S40 G2,GU,CL",TR LOCATION,"7,312.35",7.00,Pcs,"51,186.45",STD
613643,"X04 Base Unit S40 G2,GU,CL",040503,"7,312.35",1.00,Pcs,"7,312.35",STD
613643,"X04 Base Unit S40 G2,GU,CL",040503,"7,312.35",3.00,Pcs,"21,937.05",STD
613643,"X04 Base Unit S40 G2,GU,CL",040504,"7,312.35",3.00,Pcs,"21,937.05",STD
613643,"X04 Base Unit S40 G2,GU,CL",040502,"7,312.35",3.00,Pcs,"21,937.05",STD
613643,"X04 Base Unit S40 G2,GU,CL",040502,"7,312.35",1.00,Pcs,"7,312.35",STD
613645,"X12 Base Unit S50 G2,HF3,GU,CL",TR LOCATION,"10,443.15",1.00,Pcs,"10,443.15",STD
613645,"X12 Base Unit S50 G2,HF3,GU,CL",040303,"10,443.15",1.00,Pcs,"10,443.15",STD
613645,"X12 Base Unit S50 G2,HF3,GU,CL",040404,"10,443.15",1.00,Pcs,"10,443.15",STD
613645,"X12 Base Unit S50 G2,HF3,GU,CL",040704,"10,443.15",1.00,Pcs,"10,443.15",STD
613645,"X12 Base Unit S50 G2,HF3,GU,CL",040304,"10,443.15",2.00,Pcs,"20,886.30",STD
613646,"X18 Base Unit S60 G2,HF3,GU,CL",040704,"12,711.78",1.00,Pcs,"12,711.78",STD
613646,"X18 Base Unit S60 G2,HF3,GU,CL",040404,"12,711.78",1.00,Pcs,"12,711.78",STD
613710,"WOA SQ40 3x7/16""",********,739.87,1.00,Pcs,739.87,STD
613814,XR7 DF/SQ40 GU unmachined,080703,"10,257.63",1.00,Pcs,"10,257.63",STD
613815,XR20 DF/SQ60-5 GU unmachined,080701,"14,351.14",1.00,Pcs,"14,351.14",STD
613850,"InKit CASE CNH CX85,90,100E RF",INSTALL KITS - MACHINE SPECIFIC,"1,438.24",2.00,Pcs,"2,876.48",STD
613914,"X14 S50/S50 FPL2 G2,HF3,24V,GU,CL,DR",TR LOCATION,"12,999.04",2.00,Pcs,"25,998.08",STD
613918,"X26 SQ70/SQ70 G2,HF3,GU,CL,DR",TR LOCATION,"18,842.10",3.00,Pcs,"56,526.30",STD
613921,"X18 S60/S60 FPL2 G2,HF3,GU,CL,DR",TR LOCATION,"13,343.33",2.00,Pcs,"26,686.66",STD
613922,"X12 S50/S50 FPL2 CS9,HF3,12V,GU,CL,DR",TR LOCATION,"10,703.32",4.00,Pcs,"42,813.28",STD
613927,"X12 S50/S50 FPL2 G2,HF3,12V,GU,CL,DR",TR LOCATION,"11,907.49",6.00,Pcs,"71,444.94",STD
613927,"X12 S50/S50 FPL2 G2,HF3,12V,GU,CL,DR",STALLED,"11,907.49",1.00,Pcs,"11,907.49",STD
613928,"XTR20 S60 G2,HF3,GU,DR Base Unit",040703,"12,810.57",1.00,Pcs,"12,810.57",STD
613928,"XTR20 S60 G2,HF3,GU,DR Base Unit",040403,"12,810.57",1.00,Pcs,"12,810.57",STD
613928,"XTR20 S60 G2,HF3,GU,DR Base Unit",050304,"12,810.57",1.00,Pcs,"12,810.57",STD
613943,"Hose 1/2"" Str 15L L470 90D Long 15L",050203,18.55,5.00,Pcs,92.75,STD
613944,"Hose 1/2"" Str 15L L420 90D 15L",050203,13.58,5.00,Pcs,67.90,STD
613945,"Hose 1/4"" Str 8L L400 Banjo 1/4""",HOSE 4,10.27,9.00,Pcs,92.43,STD
613954,"X32 SQ80/SQ80 G2,HF3,GU,V14 DR",QUARANTINE,"29,630.69",1.00,Pcs,"29,630.69",STD
614126,"X12 Base Unit S50 G2,HF3,GU,CL,DR",TR LOCATION,"10,472.88",16.00,Pcs,"167,566.08",STD
614127,"X18 Base Unit S60 G2,HF3,GU,CL,DR",TR LOCATION,"11,900.14",1.00,Pcs,"11,900.14",STD
614167,QCSQ40 FPHW Kubota KX060-5 Hook,QUARANTINE,"4,307.76",1.00,Pcs,"4,307.76",STD
614227,"X14 SQ50/SQ50 G2,HF3,GU,CL,DR",TR LOCATION,"12,920.00",1.00,Pcs,"12,920.00",STD
614243,"X07 SQ40/SQ40 FPH G2,GU,CL,DR",QUARANTINE,"14,515.04",1.00,Pcs,"14,515.04",STD
614243,"X07 SQ40/SQ40 FPH G2,GU,CL,DR",TR LOCATION,"14,515.04",1.00,Pcs,"14,515.04",STD
614340,MIC 4.0 Integration (XTR) incl. LockSense,INSTALL KIT - OPTIONS,844.63,1.00,Pcs,844.63,STD
614366SP,Connector V14 HWT SQ60 XTR,KIT SHELF 010106,138.64,9.00,Pcs,"1,247.76",STD
614382,XR7 DF/SQ40FPH Case CX50D,080702,"11,094.70",1.00,Pcs,"11,094.70",STD
614457,H-Cylinder SQ50 LS,ASSEMBLY,72.20,1.00,Pcs,72.20,STD
614521,"XTR10 SQ50/SQ50 LS G2,HF3,DR",QUARANTINE,"7,174.63",1.00,Pcs,"7,174.63",STD
614570US,APL SQ70 AQ4 Hydraulic Drum cutter,010104,125.56,1.00,Pcs,125.56,STD
614848,QCSQ40 FPH Wacker Neuson EW65,QUARANTINE,"2,851.77",4.00,Pcs,"11,407.08",STD
614957,QCSQ60-5 FPL2 WN ET145/EW145,030801,"3,851.04",1.00,Pcs,"3,851.04",STD
615025,Fixed Brush FB1500,ZONE 1,594.87,5.00,Pcs,"2,974.35",STD
615026,Fixed Brush FB1800,ZONE1,635.12,5.00,Pcs,"3,175.60",STD
615027,Fixed Brush FB2400,ZONE 1,812.66,5.00,Pcs,"4,063.30",STD
615125,"X07 DF/SQ40 Neuson EW65/ET65 G2,GU,CL,DR",TR LOCATION,"13,563.48",1.00,Pcs,"13,563.48",STD
620038,Service kit SQ40,********,142.91,4.00,Pcs,571.64,STD
620039,Drivers Box SQ40,********,536.92,4.00,Pcs,"2,147.68",STD
620122,UC Unit X18 SQ60-5,020603,"1,845.02",1.00,Pcs,"1,845.02",STD
653056,Kit Volvo EC/ECR SQ P1-P2,KIT SHELF 010102,53.87,3.00,Pcs,161.61,STD
